,Id,L1_S24_F1510,L1_S24_F1525,L1_S24_F1559,L1_S24_F1582,L1_S24_F1827,L3_S32_F3851,L3_S32_F3854,L3_S30_D3496,L3_S30_D3501,L3_S30_D3506,L3_S30_D3511,L3_S30_D3516,L3_S33_D3856,StartTime,test_1,test_2,test_3,test_4,L0_S0_F0,L0_S0_F16,L0_S0_F20,L1_S24_F1604,L1_S24_F1632,L1_S24_F1695,L1_S24_F1723,L1_S24_F1846,L3_S29_F3407,L3_S30_F3749,L3_S30_F3759,L3_S32_F3850,L3_S33_F3855,L3_S33_F3865,L3_S38_F3952,Response,mindate,mindate_id_diff,mindate_id_diff_reverse
1531,3118,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.016393442623,0.0,0.023,0.153,-0.223,,,,,,-0.029,-0.211,-0.101,,0.062,-0.177,,0,190.47,1565.0,-4900.0
1533,3121,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0752187411798,-0.134,0.061,-0.321,,,,,,0.101,-0.103,-0.123,,-0.119,-0.112,,0,636.71,-2343016.0,-1.0
1535,3125,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00570678999824,0.00574851814646,0.0,,,,,,,,,0.082,-0.084,0.064,,0.108,0.189,,0,1398.88,-2362982.0,-54514.0
1537,3129,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,0.049,0.061,0.074,,,,,,,,,,,,,0,1408.33,-2337179.0,-2255.0
1539,3135,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510481155642,0.00570678999824,0.0,0.0,,,,,,,,,0.057,-0.17,-0.104,,-0.119,0.083,,0,735.97,2536.0,-15360.0
1541,3139,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.075,0.025,-0.236,,,,,,0.082,0.058,0.04,,0.108,0.026,,0,1391.07,-2362639.0,-70580.0
1543,3142,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,0.003,0.132,0.065,,,,,,-0.657,-0.159,0.084,,0.062,0.165,,0,36.21,-2359488.0,-5879.0
1545,3149,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00490035935969,0.00540177371674,0.00574851814646,0.0,,,,,,,,,0.101,-0.076,-0.041,,0.062,-0.055,,0,656.41,-2360283.0,-3509.0
1547,3154,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.042,0.066,0.364,,,,,,0.082,-0.004,0.069,,0.062,-0.063,,0,1273.43,-2326019.0,-1920.0
1549,3156,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,,,,,,,,,-0.029,-0.176,0.209,,0.017,0.002,,0,179.43,-2089468.0,-11739.0
1551,3162,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00574228697231,0.0142857142857,0.0,0.01,-0.01,-0.2,,,,,,0.057,0.052,-0.049,,-0.029,-0.161,,0,894.94,1962.0,-7035.0
1553,3164,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.142857142857,0.142857142857,0.142857142857,0.142857142857,0.142857142857,0.142857142857,0.142857142857,0.00568469349887,0.00570678999824,0.0,0.0144927536232,,,,,,,,,0.037,0.188,-0.13,,-0.029,-0.071,,0,344.42,3106.0,-2256.0
1555,3170,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.063,0.335,-0.136,,0.062,-0.071,,0,1000.32,-2128786.0,-4944.0
1557,3175,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00574228697231,0.00574851814646,0.0,0.108,0.041,0.344,,,,,,0.063,0.221,0.196,,0.108,0.116,,0,976.48,-2346823.0,-2606.0
1559,3178,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.00574851814646,0.00640403168119,,,,,,,,,0.057,-0.087,0.14,,0.108,-0.169,,0,876.52,-2083887.0,-161512.0
1561,3181,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,0.016,0.122,-0.05,,,,,,0.082,-0.151,0.025,,-0.165,0.108,,0,1339.11,-2362098.0,-20935.0
1563,3184,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,,,,,,,,,-0.752,-0.179,0.066,,-0.074,0.051,,0,175.17,-2244491.0,-5426.0
1565,3186,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0833333333333,0.0833333333333,0.0833333333333,0.0833333333333,0.0833333333333,0.111111111111,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.00640403168119,0.023,-0.067,0.055,,,,,,0.063,0.142,-0.124,,0.062,-0.047,,0,922.75,-2347054.0,-82507.0
1567,3191,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00570678999824,0.00574851814646,0.00640403168119,,,,,,,,,0.082,-0.127,0.141,,-0.119,0.091,,0,572.12,-2362863.0,-42341.0
1569,3195,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,,,,,,,,,-0.702,-0.176,0.089,,-0.074,0.157,,0,38.44,-2350524.0,-52817.0
1571,3198,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.0,0.0,,,,-0.008,-0.025,,,-0.155,0.063,0.085,-0.124,,0.108,0.067,,0,1176.2,2412.0,-65959.0
1573,3201,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.0128205128205,0.0,,,,,,,,,0.082,-0.152,0.097,,-0.165,0.083,,0,572.45,2217.0,-3221.0
1575,3203,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,,,,,,,,,,,,,0,555.67,-2201413.0,-2999.0
1577,3205,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,-0.023,0.036,-0.214,,,,,,0.082,-0.138,0.013,,0.062,-0.087,,0,1265.46,-2363923.0,-4674.0
1579,3208,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.0,0.0,0.082,-0.01,0.08,,,,,,0.057,-0.153,-0.088,,-0.074,-0.242,,0,819.84,917.0,-10177.0
1581,3211,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,-0.16,-0.199,-0.246,,,,,,0.104,-0.038,0.012,,0.108,-0.055,,0,1465.28,-2343131.0,-9402.0
1583,3213,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.0,0.0,0.043,0.107,-0.008,,,,,,0.063,-0.134,0.119,,0.017,0.189,,0,1213.53,1252.0,-54077.0
1585,3215,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.062,0.122,0.318,,,,,,0.082,-0.155,-0.009,,0.017,-0.071,,0,558.34,-2227236.0,-70616.0
1587,3218,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.00574851814646,0.0,0.049,0.051,-0.061,,,,,,0.063,-0.009,0.136,,-0.119,-0.03,,0,1223.12,-2362128.0,-3520.0
1589,3221,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0448195576251,0.0,0.0,0.0,0.0,0.0,0.00515256426014,0.0,0.00568469349887,0.00574228697231,0.0135473876919,0.0,0.062,-0.077,0.308,,,,,,0.101,-0.092,-0.094,0.018,,,0.002,0,672.86,1.0,-46575.0
1591,3224,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.00802139037433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.00574851814646,0.0,0.069,0.087,0.015,,,,,,0.063,0.274,0.044,-0.006,0.017,-0.087,,0,952.74,-2361922.0,-4335.0
1593,3228,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.00574851814646,0.00640403168119,-0.088,-0.016,-0.178,,,,,,0.037,-0.123,0.227,,-0.029,0.116,,0,256.86,-1259441.0,-50563.0
1595,3232,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.0,0.0,,,,,,,,,0.096,-0.132,-0.147,,-0.119,-0.014,,0,1675.19,2750.0,-2778.0
1597,3235,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00540177371674,0.00574851814646,0.0,,,,,,,,,0.082,0.053,0.048,,0.108,0.189,,0,1327.95,-2314310.0,-1711.0
1599,3240,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00570678999824,0.00574851814646,0.0,-0.036,0.102,0.273,,,,,,0.082,-0.016,-0.019,,-0.301,-0.177,,0,1392.11,-978968.0,-5890.0
1601,3244,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00540177371674,0.0,0.0,,,,,,,,,0.101,-0.015,-0.145,,0.017,-0.047,,0,606.09,2409.0,-2220.0
1603,3251,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00633065828001,0.00574228697231,0.0,0.0,-0.167,-0.061,-0.036,,,,,,,,,,,,,0,1376.71,2190.0,-52184.0
1605,3255,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.0060099489019,0.0135473876919,0.0,0.154,0.112,-0.129,,,,,,0.063,0.013,0.158,,0.153,0.116,0.002,0,1092.64,1.0,-3477.0
1607,3262,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510481155642,0.00570678999824,0.00574851814646,0.0,0.043,0.005,0.159,,,-0.007,-0.025,0.079,0.104,-0.128,-0.049,,0.017,-0.055,,0,1651.01,-2363436.0,-2536.0
1609,3267,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.00640403168119,0.036,-0.128,-0.055,,,,,,-0.752,-0.162,-0.076,,-0.165,0.043,,0,170.08,-2357012.0,-1635933.0
1611,3270,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.0135473876919,0.0,0.01,0.183,-0.084,,,,,,0.104,-0.011,-0.07,,-0.21,0.026,0.002,0,1691.96,1.0,-10721.0
1613,3272,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00540177371674,0.0151515151515,0.0,0.043,0.051,0.196,,,,,,0.057,-0.148,-0.049,,0.017,0.002,,0,704.48,1848.0,-1692.0
1615,3277,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,-0.029,-0.067,-0.229,,,,,,0.057,-0.161,-0.096,,-0.119,0.026,,0,695.66,-2341835.0,-2932.0
1617,3285,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00490035935969,0.00574228697231,0.00574851814646,0.0,,,,,,,,,-0.702,-0.175,0.087,,0.108,0.002,,0,67.04,-2300022.0,-8395.0
1619,3287,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,-0.062,-0.235,-0.198,,,,,,-0.029,-0.166,0.026,,0.199,-0.063,,0,205.22,-2315153.0,-3441.0
1621,3297,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00765306122449,0.00574228697231,0.00574851814646,0.0,0.023,0.02,0.102,,,,,,-0.702,-0.164,0.013,,0.199,0.01,,0,114.96,-2358550.0,-54015.0
1623,3299,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.0,0.0,-0.101,0.01,-0.182,,,,,,0.037,0.308,-0.151,,0.017,0.075,,0,291.68,-2363683.0,-2159.0
1625,3302,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.0,0.0327868852459,,,,,,,,,0.104,0.036,0.104,,0.017,0.051,,0,395.63,-2306636.0,-3722.0
1627,3306,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.0,0.0,0.056,0.03,0.317,,,,,,0.063,0.156,0.049,,0.108,-0.03,,0,1108.56,809.0,-55955.0
1629,3309,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.0,0.0,0.088,0.015,0.277,,,,,,0.037,0.077,-0.056,,-0.119,0.108,,0,352.05,2514.0,-1596.0
1631,3312,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,0.049,-0.133,-0.093,,,,,,0.057,0.089,0.004,,0.108,-0.063,,0,889.44,-2363940.0,-70719.0
1633,3314,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.037,0.199,0.017,,-0.074,0.059,,0,281.91,-2363017.0,-6058.0
1635,3316,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.240687679083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.101,-0.006,0.061,-0.055,-0.21,-0.112,,0,644.8,-2121801.0,-1937.0
1637,3320,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00633065828001,0.00540177371674,0.0,0.0,-0.114,0.097,0.356,,,,,,,,,,,,,0,1380.67,1740.0,-38814.0
1639,3325,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.0,0.0,,,,,,,,,-0.702,-0.174,0.138,,-0.029,-0.006,,0,131.64,2563.0,-2410.0
1641,3329,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.0135473876919,0.0,-0.127,-0.087,-0.121,,,,,,-0.725,-0.199,0.02,,-0.029,-0.014,,0,5.49,1.0,-8835.0
1643,3333,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.00574851814646,0.0,0.128,0.076,0.345,,,,,,0.063,-0.093,-0.147,,-0.074,0.1,,0,1245.22,-2312899.0,-4924.0
1645,3335,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0,0.00574851814646,0.0,-0.075,-0.061,-0.294,,,,,,0.104,0.251,0.072,,-0.165,-0.014,,0,1449.24,-2354776.0,-24133.0
1647,3346,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,0.056,0.02,-0.222,,,,,,-0.752,-0.189,0.163,,-0.119,-0.006,,0,168.9,-2363480.0,-10908.0
1649,3349,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00570678999824,0.00574851814646,0.0,0.049,-0.021,-0.059,,,,,,0.101,-0.091,-0.105,,-0.165,-0.055,,0,670.48,-2359685.0,-36386.0
1651,3353,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00732285160457,0.00574851814646,0.0,,,,,,,,,-0.702,-0.179,0.038,,0.017,0.116,,0,150.03,-2295597.0,-6560.0
1653,3360,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.042,0.081,0.295,,,,,,0.063,0.016,-0.125,,0.062,0.01,,0,1141.56,-2362146.0,-4626.0
1655,3364,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.0135473876919,0.0,0.088,0.183,-0.136,,,,,,0.063,0.131,0.147,,-0.029,0.043,0.002,0,1213.31,1.0,-55287.0
1657,3367,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00570678999824,0.0,0.0,-0.049,-0.072,-0.243,,,,,,-0.702,-0.169,-0.008,,0.062,-0.055,,0,63.33,1190.0,-60249.0
1659,3371,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00570678999824,0.0,0.0666666666667,0.069,-0.067,0.202,,,,,,0.082,-0.143,0.333,,-0.165,-0.136,,0,568.98,2281.0,-8741.0
1661,3375,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,-0.023,-0.077,0.119,,,,,,0.104,-0.126,0.005,,0.017,-0.217,,0,1593.05,-1656964.0,-10425.0
1663,3378,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00384697584954,0.00574851814646,0.0,-0.14,-0.112,-0.333,,,,,,0.057,-0.141,-0.082,,0.062,-0.323,,0,702.04,-2347180.0,-13830.0
1665,3387,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,0.056,0.087,-0.272,,,,,,,,,,,,,0,113.42,-2145341.0,-2536.0
1667,3392,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00574228697231,0.0,0.0,0.154,-0.123,0.198,,,,,,0.101,-0.053,-0.077,,-0.21,-0.047,,0,641.79,3112.0,-3003.0
1669,3395,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.0151515151515,0.0,,,,,,,,,0.082,-0.157,-0.07,,-0.119,0.026,,0,1314.32,2059.0,-4189.0
1671,3397,0.0089159864949,0.00892351045395,0.008979402916,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,,,-0.007,-0.036,0.06,0.057,-0.182,-0.12,,-0.256,0.043,,0,740.74,-2354693.0,-3902.0
1673,3399,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.00640403168119,0.134,0.117,0.193,,,,,,0.101,0.032,-0.059,,-0.21,0.043,,0,653.84,-2326728.0,-722742.0
1675,3403,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00540177371674,0.00574851814646,0.0,,,,,,-0.007,0.02,0.154,0.063,0.21,-0.127,,-0.029,0.075,,0,1189.24,-1865028.0,-70338.0
1677,3409,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.016393442623,0.0161290322581,,,,,,,,,0.082,0.029,0.076,,-0.074,-0.177,,0,476.27,2601.0,-2581.0
1679,3411,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00303555941023,0.02,0.0,0.049,-0.01,-0.215,,,,,,0.063,-0.106,0.146,,-0.029,0.035,,0,1214.38,1581.0,-3564.0
1681,3420,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.00640403168119,,,,,,,,,0.104,0.403,0.005,,0.062,-0.217,,0,1628.39,-2330288.0,-22165.0
1683,3422,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.0,0.0,,,,-0.008,0.044,,,-0.062,0.057,-0.15,-0.138,,0.153,-0.014,,0,773.28,1486.0,-4719.0
