,Id,start_date,start_date_id_diff,start_date_id_diff_reverse,L1_S24_F1559,L3_S32_F3851,L1_S24_F1827,L1_S24_F1582,L3_S32_F3854,L1_S24_F1510,L1_S24_F1525,L3_S30_start_date,start_date_OOF,start_date_id_diff_OOF,start_date_id_diff_reverse_OOF,L1_S24_F1559_OOF,L3_S32_F3851_OOF,L1_S24_F1827_OOF,L1_S24_F1582_OOF,L3_S32_F3854_OOF,L1_S24_F1510_OOF,L1_S24_F1525_OOF,L3_S30_start_date_OOF
1462,2968,31.71,-2361439,-5419,0,0,0,0,0,0,0,37.73,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1463,2969,282.06,-2363614,-3485,0,0,0,0,0,0,0,288.43,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1466,2977,169.36,2805,-60718,0,0,0,0,0,0,0,170.25,0.0,0.0142857142857,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1467,2978,257.53,-2353394,-55369,0,0,0,0,0,0,0,258.07,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1470,2986,701.71,-2349696,-13283,0,0,0,0,0,0,0,703.63,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1473,2990,926.74,2368,-5036,0,0,0,0,0,0,0,936.54,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1476,2994,973.66,-2357713,-3034,0,0,0,0,0,0,0,975.66,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0833333333333
1477,2997,246.53,1848,-2598,0,0,0,0,0,0,0,247.2,0.0,0.0135135135135,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1480,3001,323.16,-2315395,-8237,0,0,0,0,0,0,0,324.33,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1482,3003,139.66,1402,-1821,0,0,0,0,0,0,0,140.23,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1483,3005,1618.73,-2355445,-58082,0,0,0,0,0,0,0,1624.58,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1484,3006,1476.4,-2307952,-1806711,0,0,0,0,0,0,0,1479.26,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1485,3009,324.14,-2312298,-3368,0,0,0,0,0,0,0,325.13,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1486,3010,1010.48,2460,-1,0,0,0,0,0,0,0,1040.84,0.0,0.0,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1488,3013,708.87,1,-4016,1,0,1,0,0,3,3,744.62,0.0,0.0124554660981,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1490,3016,703.35,2110,-2547,1,0,1,0,0,3,3,742.57,0.0,0.012987012987,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1491,3022,960.25,-2292447,-278,1,0,1,0,0,3,3,987.75,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1494,3028,1126.28,-2364001,-145354,0,0,0,0,0,0,0,1129.71,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1496,3035,1508.74,2034,-8894,0,0,0,0,0,0,0,1511.26,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1497,3036,347.09,2557,-8429,0,0,0,0,0,0,0,349.48,0.0,0.015873015873,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1498,3038,1374.19,-2360107,-3100,0,0,0,0,0,0,0,-9.0,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
1499,3040,1615.38,1571,-1762,0,0,0,0,0,0,0,1618.1,0.0,0.0192307692308,0.0196078431373,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1501,3044,638.11,1761,-2050,0,0,0,0,0,0,0,643.09,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.1
1502,3045,3.35,-2361410,-2845,0,0,0,0,0,0,0,5.33,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1503,3048,1391.09,2184,-59524,0,0,0,0,0,0,0,-9.0,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
1504,3049,354.41,-2364420,-69801,0,0,0,0,0,0,0,365.25,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1505,3050,1391.53,-2350162,-5729,0,0,0,0,0,0,0,1392.18,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.111111111111
1506,3053,351.93,1,-21304,0,0,0,0,0,0,0,352.69,0.0,0.0124554660981,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1509,3058,827.62,796,-1,0,0,0,0,0,0,0,835.43,0.0,0.0,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1511,3071,574.46,-728612,-3776,0,0,0,0,0,0,0,-9.0,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
1512,3072,185.69,-2321308,-10959,0,0,0,0,0,0,0,186.14,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1519,3084,670.71,-2107155,-324890,1,0,1,0,0,2,2,718.31,0.125,0.00588929271625,0.00644950904392,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00804162724693,0.00764058679707,0.6
1522,3097,520.13,-2357842,-12225,0,1,0,0,13,0,0,521.01,0.0,0.00588929271625,0.0,0.00540415494186,0.0492996682639,0.00540311372965,0.00582041315309,0.00938757264193,0.00540296992245,0.00540319668548,0.0
1525,3109,1289.39,-2360630,-4071,0,0,0,0,0,0,0,1291.02,0.0,0.00588929271625,0.0208333333333,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1526,3112,1600.2,1,-43648,0,0,0,0,0,0,0,1611.38,0.0,0.0124554660981,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1529,3116,1642.42,1370,-1737,0,0,0,0,0,0,0,1644.22,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1531,3118,190.47,1565,-4900,0,0,0,0,0,0,0,191.04,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1543,3142,36.21,-2359488,-5879,0,0,0,0,0,0,0,38.23,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1546,3153,36.31,-2313998,-3387,0,0,0,0,0,0,0,38.6,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1551,3162,894.94,1962,-7035,0,0,0,0,0,0,0,902.33,0.0,0.0491803278689,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1556,3171,1171.08,-2137039,-8972,1,0,1,0,0,3,3,1210.88,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1557,3175,976.48,-2346823,-2606,0,0,0,0,0,0,0,979.92,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1558,3176,706.98,-1859461,-61410,0,0,0,0,0,0,0,743.54,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1561,3181,1339.11,-2362098,-20935,0,0,0,0,0,0,0,1342.35,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1562,3182,1424.29,-2248895,-6110,0,0,0,0,0,0,0,1425.5,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1564,3185,522.67,1990,-1825,0,0,0,0,0,0,0,-9.0,0.0,0.0166666666667,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
1568,3194,836.7,-2295305,-3311,0,0,0,0,0,0,0,876.76,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1569,3195,38.44,-2350524,-52817,0,0,0,0,0,0,0,45.23,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1570,3197,1176.03,-2354418,-53325,1,0,1,0,0,3,3,1194.01,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1571,3198,1176.2,2412,-65959,1,0,1,0,0,3,3,1194.53,0.0,0.0,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1572,3199,1400.26,-2359983,-3584,0,0,0,0,0,0,0,1407.86,0.0,0.00588929271625,0.0204081632653,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1573,3201,572.45,2217,-3221,0,0,0,0,0,0,0,573.81,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1574,3202,567.93,1716,-2159,0,0,0,0,0,0,0,569.85,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1577,3205,1265.46,-2363923,-4674,0,0,0,0,0,0,0,1275.87,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1580,3209,977.26,-2227487,-78132,0,0,0,0,0,0,0,997.5,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1581,3211,1465.28,-2343131,-9402,0,0,0,0,0,0,0,1467.5,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1583,3213,1213.53,1252,-54077,0,0,0,0,0,0,0,1215.09,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1584,3214,1328.6,-2325399,-1990,0,0,0,0,0,0,0,-9.0,0.0,0.00588929271625,0.0144927536232,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
1585,3215,558.34,-2227236,-70616,0,0,0,0,0,0,0,559.65,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1590,3222,1518.69,1317,-4911,0,0,0,0,0,0,0,1527.89,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1597,3235,1327.95,-2314310,-1711,0,0,0,0,0,0,0,1331.12,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1598,3239,1549.16,2706,-3015,0,0,0,0,0,0,0,1551.92,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1600,3243,684.36,-2282060,-57187,0,0,0,0,0,0,0,687.63,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1605,3255,1092.64,1,-3477,0,0,0,0,0,0,0,1093.71,0.0,0.0124554660981,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1607,3262,1651.01,-2363436,-2536,1,0,1,0,0,3,3,1659.09,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1609,3267,170.08,-2357012,-1635933,0,0,0,0,0,0,0,174.45,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1610,3268,586.5,-1631774,-72228,0,0,0,0,0,0,0,591.06,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1613,3272,704.48,1848,-1692,0,0,0,0,0,0,0,706.96,0.0,0.0135135135135,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1614,3276,152.65,-2315435,-62503,0,0,0,0,0,0,0,154.44,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1615,3277,695.66,-2341835,-2932,0,0,0,0,0,0,0,702.9,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.125
1624,3301,777.51,-2305976,-385647,1,0,1,0,0,3,3,790.93,0.0,0.00588929271625,0.00644950904392,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1625,3302,395.63,-2306636,-3722,0,0,0,0,0,0,0,459.84,0.0,0.0,0.0350877192982,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1626,3303,970.0,-2181533,-3632,0,0,0,0,0,0,0,971.41,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1628,3307,977.88,-2336479,-57580,0,0,0,0,0,0,0,1011.71,0.0416666666667,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1629,3309,352.05,2514,-1596,0,0,0,0,0,0,0,352.76,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1633,3314,281.91,-2363017,-6058,0,0,0,0,0,0,0,288.08,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1636,3317,687.03,3096,-1974,0,0,0,0,0,0,0,689.11,0.0,0.0333333333333,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1638,3324,14.47,-2291278,-58897,0,0,0,0,0,0,0,18.38,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1640,3327,1378.29,-2305895,-9819,0,0,0,0,0,0,0,1379.09,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1642,3330,678.46,-2298069,-5963,0,0,0,0,0,0,0,723.67,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1643,3333,1245.22,-2312899,-4924,0,0,0,0,0,0,0,1248.91,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1644,3334,36.82,1358,-109285,0,0,0,0,0,0,0,40.18,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00585877977147
1646,3345,703.92,-2342034,-88125,0,0,0,0,0,0,0,706.39,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1649,3349,670.48,-2359685,-36386,0,0,0,0,0,0,0,671.08,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1652,3359,838.44,-2240210,-1627,0,0,0,0,0,0,0,880.35,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1653,3360,1141.56,-2362146,-4626,0,0,0,0,0,0,0,1143.5,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1654,3361,909.93,1005,-4732,0,0,0,0,0,0,0,913.22,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1655,3364,1213.31,1,-55287,0,0,0,0,0,0,0,1213.72,0.0,0.0124554660981,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1658,3370,1443.16,3267,-52763,0,0,0,0,0,0,0,-9.0,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
1660,3374,392.47,-2363514,-27115,1,0,1,0,0,3,3,447.89,0.0,0.00588929271625,0.00644950904392,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1662,3377,1400.27,-2358864,-4586,0,0,0,0,0,0,0,1408.02,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1664,3385,1373.54,-2359784,-1,0,0,0,0,0,0,0,1375.7,0.0,0.00588929271625,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1666,3388,1433.72,1858,-7161,0,0,0,0,0,0,0,1439.92,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1667,3392,641.79,3112,-3003,0,0,0,0,0,0,0,643.48,0.0,0.015625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1669,3395,1314.32,2059,-4189,0,0,0,0,0,0,0,1323.39,0.0,0.0140845070423,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1672,3398,606.48,-2356755,-64397,0,0,0,0,0,0,0,609.75,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1673,3399,653.84,-2326728,-722742,0,0,0,0,0,0,0,655.43,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1674,3401,804.96,-2298046,-205648,0,0,0,0,0,0,0,812.19,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1675,3403,1189.24,-1865028,-70338,1,0,1,0,0,3,3,1204.63,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1676,3407,675.38,1,-1,0,0,0,0,0,0,0,676.93,0.0,0.0124554660981,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1677,3409,476.27,2601,-2581,0,0,0,0,0,0,0,476.71,0.0,0.0144927536232,0.0172413793103,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1680,3419,1377.99,-2302377,-1930,0,0,0,0,0,0,0,1378.48,0.0,0.00588929271625,0.0181818181818,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1681,3420,1628.39,-2330288,-22165,0,0,0,0,0,0,0,1630.34,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1683,3422,773.28,1486,-4719,1,0,1,0,0,3,3,787.77,0.0,0.0,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1684,3423,592.3,-2224887,-5426,0,0,0,0,0,0,0,603.42,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1685,3424,634.22,-2342115,-1963,0,0,0,0,0,0,0,636.87,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1688,3429,203.67,-2351842,-1688924,0,0,0,0,0,0,0,204.59,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1690,3434,1568.89,2621,-2778,0,0,0,0,0,0,0,1575.53,0.0,0.0116279069767,0.0119047619048,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1692,3445,622.86,1,-1,0,0,0,0,0,0,0,625.48,0.0,0.0124554660981,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1693,3448,896.04,2939,-4964,0,0,0,0,0,0,0,903.51,0.0,0.02,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1695,3453,774.76,-2223430,-18729,1,1,1,0,15,3,3,787.86,0.0833333333333,0.00588929271625,0.0,0.00947217644431,0.0492996682639,0.00939583144813,0.00582041315309,0.0433295324971,0.00944567917375,0.0094374686899,0.142857142857
1698,3458,1515.5,-2296775,-3768,0,0,0,0,0,0,0,1525.38,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1699,3459,1442.85,-2309975,-5038,0,0,0,0,0,0,0,-9.0,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
1701,3462,74.01,-2363050,-55645,0,0,0,0,0,0,0,79.59,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1702,3464,770.35,-2353257,-73392,1,0,1,0,0,3,3,787.29,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1703,3466,270.83,3140,-6535,0,0,0,0,0,0,0,271.37,0.1,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.133333333333
1704,3469,1345.95,-2304852,-9150,0,0,0,0,0,0,0,1357.91,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1705,3470,970.7,-2349673,-149813,0,0,0,0,0,0,0,972.76,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.1
1706,3471,929.03,-2362649,-487712,0,0,0,0,0,0,0,939.6,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1707,3472,1547.18,-2314075,-4513,0,0,0,0,0,0,0,1550.89,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1708,3474,1532.72,-2352314,-450156,0,0,0,0,0,0,0,1542.31,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
